datetime,date,atmx,raw,chk_note,chk_fail
30/07/1984 12:00:00,30/07/1984,31.6000,31.6000,"nc",""
31/07/1984 12:00:00,31/07/1984,28.8000,28.8000,"nc",""
01/08/1984 12:00:00,01/08/1984,30.5000,30.5000,"nc",""
02/08/1984 12:00:00,02/08/1984,30.8000,30.8000,"nc",""
06/08/1984 12:00:00,06/08/1984,31.3000,31.3000,"nc",""
07/08/1984 12:00:00,07/08/1984,32.7000,32.7000,"nc",""
08/08/1984 12:00:00,08/08/1984,32.2000,32.2000,"nc",""
09/08/1984 12:00:00,09/08/1984,31.1000,31.1000,"nc",""
10/08/1984 12:00:00,10/08/1984,31.9000,31.9000,"nc",""
13/08/1984 12:00:00,13/08/1984,30.8000,30.8000,"nc",""
14/08/1984 12:00:00,14/08/1984,31.9000,31.9000,"nc",""
15/08/1984 12:00:00,15/08/1984,29.4000,29.4000,"nc",""
16/08/1984 12:00:00,16/08/1984,28.6000,28.6000,"nc",""
17/08/1984 12:00:00,17/08/1984,29.7000,29.7000,"nc",""
20/08/1984 12:00:00,20/08/1984,31.9000,31.9000,"nc",""
24/08/1984 12:00:00,24/08/1984,31.6000,31.6000,"nc",""
27/08/1984 12:00:00,27/08/1984,32.2000,32.2000,"nc",""
28/08/1984 12:00:00,28/08/1984,28.3000,28.3000,"nc",""
29/08/1984 12:00:00,29/08/1984,29.1000,29.1000,"nc",""
30/08/1984 12:00:00,30/08/1984,31.1000,31.1000,"nc",""
03/09/1984 12:00:00,03/09/1984,32.5000,32.5000,"nc",""
04/09/1984 12:00:00,04/09/1984,30.8000,30.8000,"nc",""
05/09/1984 12:00:00,05/09/1984,30.5000,30.5000,"nc",""
06/09/1984 12:00:00,06/09/1984,30.8000,30.8000,"nc",""
07/09/1984 12:00:00,07/09/1984,28.6000,28.6000,"nc",""
10/09/1984 12:00:00,10/09/1984,31.9000,31.9000,"nc",""
11/09/1984 12:00:00,11/09/1984,30.2000,30.2000,"nc",""
12/09/1984 12:00:00,12/09/1984,29.4000,29.4000,"nc",""
13/09/1984 12:00:00,13/09/1984,30.5000,30.5000,"nc",""
14/09/1984 12:00:00,14/09/1984,30.5000,30.5000,"nc",""
17/09/1984 12:00:00,17/09/1984,32.2000,32.2000,"nc",""
18/09/1984 12:00:00,18/09/1984,31.3000,31.3000,"nc",""
19/09/1984 12:00:00,19/09/1984,29.7000,29.7000,"nc",""
21/09/1984 12:00:00,21/09/1984,30.8000,30.8000,"nc",""
24/09/1984 12:00:00,24/09/1984,31.9000,31.9000,"nc",""
26/09/1984 12:00:00,26/09/1984,32.7000,32.7000,"nc",""
27/09/1984 12:00:00,27/09/1984,30.8000,30.8000,"nc",""
28/09/1984 12:00:00,28/09/1984,31.3000,31.3000,"nc",""
01/10/1984 12:00:00,01/10/1984,31.9000,31.9000,"nc",""
04/10/1984 12:00:00,04/10/1984,31.9000,31.9000,"nc",""
05/10/1984 12:00:00,05/10/1984,31.1000,31.1000,"nc",""
08/10/1984 12:00:00,08/10/1984,31.3000,31.3000,"nc",""
10/10/1984 12:00:00,10/10/1984,30.8000,30.8000,"nc",""
11/10/1984 12:00:00,11/10/1984,30.5000,30.5000,"nc",""
12/10/1984 12:00:00,12/10/1984,31.1000,31.1000,"nc",""
15/10/1984 12:00:00,15/10/1984,30.5000,30.5000,"nc",""
16/10/1984 12:00:00,16/10/1984,30.8000,30.8000,"nc",""
17/10/1984 12:00:00,17/10/1984,30.2000,30.2000,"nc",""
18/10/1984 12:00:00,18/10/1984,33.0000,33.0000,"nc",""
19/10/1984 12:00:00,19/10/1984,31.9000,31.9000,"nc",""
23/10/1984 12:00:00,23/10/1984,31.1000,31.1000,"nc",""
24/10/1984 12:00:00,24/10/1984,31.3000,31.3000,"nc",""
25/10/1984 12:00:00,25/10/1984,30.0000,30.0000,"nc",""
30/10/1984 12:00:00,30/10/1984,30.2000,30.2000,"nc",""
31/10/1984 12:00:00,31/10/1984,30.8000,30.8000,"nc",""
01/11/1984 12:00:00,01/11/1984,30.2000,30.2000,"nc",""
02/11/1984 12:00:00,02/11/1984,31.6000,31.6000,"nc",""
05/11/1984 12:00:00,05/11/1984,31.1000,31.1000,"nc",""
06/11/1984 12:00:00,06/11/1984,30.0000,30.0000,"nc",""
07/11/1984 12:00:00,07/11/1984,26.9000,26.9000,"nc",""
08/11/1984 12:00:00,08/11/1984,31.6000,31.6000,"nc",""
09/11/1984 12:00:00,09/11/1984,29.1000,29.1000,"nc",""
12/11/1984 12:00:00,12/11/1984,29.4000,29.4000,"nc",""
13/11/1984 12:00:00,13/11/1984,30.5000,30.5000,"nc",""
14/11/1984 12:00:00,14/11/1984,30.5000,30.5000,"nc",""
15/11/1984 12:00:00,15/11/1984,29.4000,29.4000,"nc",""
20/11/1984 12:00:00,20/11/1984,31.3000,31.3000,"nc",""
21/11/1984 12:00:00,21/11/1984,30.2000,30.2000,"nc",""
22/11/1984 12:00:00,22/11/1984,31.3000,31.3000,"nc",""
23/11/1984 12:00:00,23/11/1984,30.2000,30.2000,"nc",""
26/11/1984 12:00:00,26/11/1984,31.1000,31.1000,"nc",""
27/11/1984 12:00:00,27/11/1984,28.0000,28.0000,"nc",""
28/11/1984 12:00:00,28/11/1984,26.6000,26.6000,"nc",""
29/11/1984 12:00:00,29/11/1984,26.9000,26.9000,"nc",""
30/11/1984 12:00:00,30/11/1984,30.0000,30.0000,"nc",""
01/12/1984 12:00:00,01/12/1984,30.5000,30.5000,"nc",""
03/12/1984 12:00:00,03/12/1984,31.9000,31.9000,"nc",""
04/12/1984 12:00:00,04/12/1984,31.6000,31.6000,"nc",""
05/12/1984 12:00:00,05/12/1984,29.1000,29.1000,"nc",""
06/12/1984 12:00:00,06/12/1984,30.8000,30.8000,"nc",""
09/12/1984 12:00:00,09/12/1984,32.2000,32.2000,"nc",""
11/12/1984 12:00:00,11/12/1984,31.1000,31.1000,"nc",""
12/12/1984 12:00:00,12/12/1984,30.8000,30.8000,"nc",""
13/12/1984 12:00:00,13/12/1984,30.8000,30.8000,"nc",""
14/12/1984 12:00:00,14/12/1984,30.5000,30.5000,"nc",""
16/12/1984 12:00:00,16/12/1984,31.1000,31.1000,"nc",""
18/12/1984 12:00:00,18/12/1984,31.1000,31.1000,"nc",""
19/12/1984 12:00:00,19/12/1984,30.5000,30.5000,"nc",""
20/12/1984 12:00:00,20/12/1984,31.6000,31.6000,"nc",""
21/12/1984 12:00:00,21/12/1984,30.5000,30.5000,"nc",""
24/12/1984 12:00:00,24/12/1984,31.6000,31.6000,"nc",""
26/12/1984 12:00:00,26/12/1984,30.5000,30.5000,"nc",""
27/12/1984 12:00:00,27/12/1984,31.6000,31.6000,"nc",""
28/12/1984 12:00:00,28/12/1984,30.5000,30.5000,"nc",""
31/12/1984 12:00:00,31/12/1984,32.2000,32.2000,"nc",""
02/01/1985 12:00:00,02/01/1985,31.6000,31.6000,"nc",""
03/01/1985 12:00:00,03/01/1985,31.6000,31.6000,"nc",""
04/01/1985 12:00:00,04/01/1985,31.1000,31.1000,"nc",""
05/01/1985 12:00:00,05/01/1985,30.5000,30.5000,"nc",""
06/01/1985 12:00:00,06/01/1985,30.5000,30.5000,"nc",""
07/01/1985 12:00:00,07/01/1985,30.0000,30.0000,"nc",""
08/01/1985 12:00:00,08/01/1985,31.1000,31.1000,"nc",""
09/01/1985 12:00:00,09/01/1985,30.2000,30.2000,"nc",""
11/01/1985 12:00:00,11/01/1985,31.3000,31.3000,"nc",""
14/01/1985 12:00:00,14/01/1985,31.1000,31.1000,"nc",""
15/01/1985 12:00:00,15/01/1985,30.2000,30.2000,"nc",""
16/01/1985 12:00:00,16/01/1985,30.0000,30.0000,"nc",""
17/01/1985 12:00:00,17/01/1985,30.8000,30.8000,"nc",""
18/01/1985 12:00:00,18/01/1985,30.5000,30.5000,"nc",""
19/01/1985 12:00:00,19/01/1985,31.3000,31.3000,"nc",""
21/01/1985 12:00:00,21/01/1985,31.3000,31.3000,"nc",""
23/01/1985 12:00:00,23/01/1985,30.2000,30.2000,"nc",""
24/01/1985 12:00:00,24/01/1985,30.8000,30.8000,"nc",""
25/01/1985 12:00:00,25/01/1985,30.0000,30.0000,"nc",""
28/01/1985 12:00:00,28/01/1985,30.0000,30.0000,"nc",""
30/01/1985 12:00:00,30/01/1985,30.0000,30.0000,"nc",""
31/01/1985 12:00:00,31/01/1985,30.5000,30.5000,"nc",""
01/02/1985 12:00:00,01/02/1985,31.6000,31.6000,"nc",""
04/02/1985 12:00:00,04/02/1985,31.6000,31.6000,"nc",""
05/02/1985 12:00:00,05/02/1985,31.1000,31.1000,"nc",""
06/02/1985 12:00:00,06/02/1985,32.2000,32.2000,"nc",""
07/02/1985 12:00:00,07/02/1985,31.1000,31.1000,"nc",""
08/02/1985 12:00:00,08/02/1985,31.9000,31.9000,"nc",""
10/02/1985 12:00:00,10/02/1985,30.8000,30.8000,"nc",""
11/02/1985 12:00:00,11/02/1985,28.3000,28.3000,"nc",""
12/02/1985 12:00:00,12/02/1985,27.7000,27.7000,"nc",""
13/02/1985 12:00:00,13/02/1985,31.1000,31.1000,"nc",""
14/02/1985 12:00:00,14/02/1985,30.0000,30.0000,"nc",""
15/02/1985 12:00:00,15/02/1985,30.5000,30.5000,"nc",""
18/02/1985 12:00:00,18/02/1985,30.2000,30.2000,"nc",""
19/02/1985 12:00:00,19/02/1985,30.0000,30.0000,"nc",""
20/02/1985 12:00:00,20/02/1985,30.2000,30.2000,"nc",""
21/02/1985 12:00:00,21/02/1985,31.3000,31.3000,"nc",""
22/02/1985 12:00:00,22/02/1985,31.1000,31.1000,"nc",""
23/02/1985 12:00:00,23/02/1985,32.2000,32.2000,"nc",""
26/02/1985 12:00:00,26/02/1985,31.6000,31.6000,"nc",""
27/02/1985 12:00:00,27/02/1985,31.3000,31.3000,"nc",""
28/02/1985 12:00:00,28/02/1985,30.8000,30.8000,"nc",""
01/03/1985 12:00:00,01/03/1985,31.3000,31.3000,"nc",""
04/03/1985 12:00:00,04/03/1985,30.8000,30.8000,"nc",""
05/03/1985 12:00:00,05/03/1985,30.0000,30.0000,"nc",""
06/03/1985 12:00:00,06/03/1985,30.5000,30.5000,"nc",""
08/03/1985 12:00:00,08/03/1985,30.5000,30.5000,"nc",""
11/03/1985 12:00:00,11/03/1985,31.3000,31.3000,"nc",""
12/03/1985 12:00:00,12/03/1985,31.3000,31.3000,"nc",""
13/03/1985 12:00:00,13/03/1985,31.3000,31.3000,"nc",""
14/03/1985 12:00:00,14/03/1985,31.1000,31.1000,"nc",""
15/03/1985 12:00:00,15/03/1985,31.6000,31.6000,"nc",""
18/03/1985 12:00:00,18/03/1985,31.9000,31.9000,"nc",""
19/03/1985 12:00:00,19/03/1985,31.6000,31.6000,"nc",""
20/03/1985 12:00:00,20/03/1985,31.6000,31.6000,"nc",""
21/03/1985 12:00:00,21/03/1985,32.2000,32.2000,"nc",""
22/03/1985 12:00:00,22/03/1985,32.2000,32.2000,"nc",""
25/03/1985 12:00:00,25/03/1985,26.6000,26.6000,"nc",""
26/03/1985 12:00:00,26/03/1985,31.6000,31.6000,"nc",""
27/03/1985 12:00:00,27/03/1985,31.1000,31.1000,"nc",""
28/03/1985 12:00:00,28/03/1985,-999.0000,-999.0000,"nc",""
29/03/1985 12:00:00,29/03/1985,31.1000,31.1000,"nc",""
01/04/1985 12:00:00,01/04/1985,32.7000,32.7000,"nc",""
03/04/1985 12:00:00,03/04/1985,32.7000,32.7000,"nc",""
04/04/1985 12:00:00,04/04/1985,31.6000,31.6000,"nc",""
08/04/1985 12:00:00,08/04/1985,32.5000,32.5000,"nc",""
10/04/1985 12:00:00,10/04/1985,32.7000,32.7000,"nc",""
11/04/1985 12:00:00,11/04/1985,31.1000,31.1000,"nc",""
12/04/1985 12:00:00,12/04/1985,32.2000,32.2000,"nc",""
15/04/1985 12:00:00,15/04/1985,31.9000,31.9000,"nc",""
17/04/1985 12:00:00,17/04/1985,31.9000,31.9000,"nc",""
18/04/1985 12:00:00,18/04/1985,31.6000,31.6000,"nc",""
19/04/1985 12:00:00,19/04/1985,32.2000,32.2000,"nc",""
22/04/1985 12:00:00,22/04/1985,32.5000,32.5000,"nc",""
23/04/1985 12:00:00,23/04/1985,32.7000,32.7000,"nc",""
24/04/1985 12:00:00,24/04/1985,33.6000,33.6000,"nc",""
25/04/1985 12:00:00,25/04/1985,33.3000,33.3000,"nc",""
26/04/1985 12:00:00,26/04/1985,33.0000,33.0000,"nc",""
29/04/1985 12:00:00,29/04/1985,34.7000,34.7000,"nc",""
30/04/1985 12:00:00,30/04/1985,33.6000,33.6000,"nc",""
01/05/1985 12:00:00,01/05/1985,32.5000,32.5000,"nc",""
02/05/1985 12:00:00,02/05/1985,33.3000,33.3000,"nc",""
06/05/1985 12:00:00,06/05/1985,32.2000,32.2000,"nc",""
07/05/1985 12:00:00,07/05/1985,31.1000,31.1000,"nc",""
08/05/1985 12:00:00,08/05/1985,28.6000,28.6000,"nc",""
09/05/1985 12:00:00,09/05/1985,31.9000,31.9000,"nc",""
10/05/1985 12:00:00,10/05/1985,31.3000,31.3000,"nc",""
13/05/1985 12:00:00,13/05/1985,32.7000,32.7000,"nc",""
14/05/1985 12:00:00,14/05/1985,31.3000,31.3000,"nc",""
16/05/1985 12:00:00,16/05/1985,33.3000,33.3000,"nc",""
17/05/1985 12:00:00,17/05/1985,32.5000,32.5000,"nc",""
20/05/1985 12:00:00,20/05/1985,33.6000,33.6000,"nc",""
21/05/1985 12:00:00,21/05/1985,32.2000,32.2000,"nc",""
22/05/1985 12:00:00,22/05/1985,32.5000,32.5000,"nc",""
23/05/1985 12:00:00,23/05/1985,31.6000,31.6000,"nc",""
24/05/1985 12:00:00,24/05/1985,31.9000,31.9000,"nc",""
25/05/1985 12:00:00,25/05/1985,34.4000,34.4000,"nc",""
27/05/1985 12:00:00,27/05/1985,31.9000,31.9000,"nc",""
29/05/1985 12:00:00,29/05/1985,32.7000,32.7000,"nc",""
30/05/1985 12:00:00,30/05/1985,32.5000,32.5000,"nc",""
31/05/1985 12:00:00,31/05/1985,32.2000,32.2000,"nc",""
01/06/1985 12:00:00,01/06/1985,30.0000,30.0000,"nc",""
02/06/1985 12:00:00,02/06/1985,27.2000,27.2000,"nc",""
03/06/1985 12:00:00,03/06/1985,29.4000,29.4000,"nc",""
04/06/1985 12:00:00,04/06/1985,29.1000,29.1000,"nc",""
05/06/1985 12:00:00,05/06/1985,28.3000,28.3000,"nc",""
07/06/1985 12:00:00,07/06/1985,32.5000,32.5000,"nc",""
10/06/1985 12:00:00,10/06/1985,31.3000,31.3000,"nc",""
11/06/1985 12:00:00,11/06/1985,30.0000,30.0000,"nc",""
12/06/1985 12:00:00,12/06/1985,32.5000,32.5000,"nc",""
17/06/1985 12:00:00,17/06/1985,31.6000,31.6000,"nc",""
18/06/1985 12:00:00,18/06/1985,31.3000,31.3000,"nc",""
19/06/1985 12:00:00,19/06/1985,33.8000,33.8000,"nc",""
20/06/1985 12:00:00,20/06/1985,32.7000,32.7000,"nc",""
21/06/1985 12:00:00,21/06/1985,33.3000,33.3000,"nc",""
22/06/1985 12:00:00,22/06/1985,33.3000,33.3000,"nc",""
24/06/1985 12:00:00,24/06/1985,31.1000,31.1000,"nc",""
25/06/1985 12:00:00,25/06/1985,30.5000,30.5000,"nc",""
26/06/1985 12:00:00,26/06/1985,28.6000,28.6000,"nc",""
27/06/1985 12:00:00,27/06/1985,29.4000,29.4000,"nc",""
28/06/1985 12:00:00,28/06/1985,31.1000,31.1000,"nc",""
01/07/1985 12:00:00,01/07/1985,31.3000,31.3000,"nc",""
02/07/1985 12:00:00,02/07/1985,31.1000,31.1000,"nc",""
03/07/1985 12:00:00,03/07/1985,31.6000,31.6000,"nc",""
04/07/1985 12:00:00,04/07/1985,31.1000,31.1000,"nc",""
05/07/1985 12:00:00,05/07/1985,31.6000,31.6000,"nc",""
09/07/1985 12:00:00,09/07/1985,26.9000,26.9000,"nc",""
10/07/1985 12:00:00,10/07/1985,28.8000,28.8000,"nc",""
11/07/1985 12:00:00,11/07/1985,31.1000,31.1000,"nc",""
12/07/1985 12:00:00,12/07/1985,31.1000,31.1000,"nc",""
13/07/1985 12:00:00,13/07/1985,31.1000,31.1000,"nc",""
14/07/1985 12:00:00,14/07/1985,28.8000,28.8000,"nc",""
15/07/1985 12:00:00,15/07/1985,28.8000,28.8000,"nc",""
16/07/1985 12:00:00,16/07/1985,31.1000,31.1000,"nc",""
23/07/1985 12:00:00,23/07/1985,30.7000,30.7000,"nc",""
24/07/1985 12:00:00,24/07/1985,30.5000,30.5000,"nc",""
25/07/1985 12:00:00,25/07/1985,26.6000,26.6000,"nc",""
29/07/1985 12:00:00,29/07/1985,31.9000,31.9000,"nc",""
30/07/1985 12:00:00,30/07/1985,29.1000,29.1000,"nc",""
31/07/1985 12:00:00,31/07/1985,28.8000,28.8000,"nc",""
01/08/1985 12:00:00,01/08/1985,28.6000,28.6000,"nc",""
02/08/1985 12:00:00,02/08/1985,28.6000,28.6000,"nc",""
03/08/1985 12:00:00,03/08/1985,30.5000,30.5000,"nc",""
05/08/1985 12:00:00,05/08/1985,31.3000,31.3000,"nc",""
06/08/1985 12:00:00,06/08/1985,26.9000,26.9000,"nc",""
07/08/1985 12:00:00,07/08/1985,29.4000,29.4000,"nc",""
08/08/1985 12:00:00,08/08/1985,28.0000,28.0000,"nc",""
12/08/1985 12:00:00,12/08/1985,31.3000,31.3000,"nc",""
13/08/1985 12:00:00,13/08/1985,31.3000,31.3000,"nc",""
14/08/1985 12:00:00,14/08/1985,32.2000,32.2000,"nc",""
15/08/1985 12:00:00,15/08/1985,30.5000,30.5000,"nc",""
19/08/1985 12:00:00,19/08/1985,30.8000,30.8000,"nc",""
20/08/1985 12:00:00,20/08/1985,29.7000,29.7000,"nc",""
21/08/1985 12:00:00,21/08/1985,30.0000,30.0000,"nc",""
23/08/1985 12:00:00,23/08/1985,32.2000,32.2000,"nc",""
26/08/1985 12:00:00,26/08/1985,32.2000,32.2000,"nc",""
27/08/1985 12:00:00,27/08/1985,31.1000,31.1000,"nc",""
28/08/1985 12:00:00,28/08/1985,30.8000,30.8000,"nc",""
29/08/1985 12:00:00,29/08/1985,30.8000,30.8000,"nc",""
30/08/1985 12:00:00,30/08/1985,28.0000,28.0000,"nc",""
03/09/1985 12:00:00,03/09/1985,32.2000,32.2000,"nc",""
04/09/1985 12:00:00,04/09/1985,26.6000,26.6000,"nc",""
05/09/1985 12:00:00,05/09/1985,30.8000,30.8000,"nc",""
06/09/1985 12:00:00,06/09/1985,30.2000,30.2000,"nc",""
07/09/1985 12:00:00,07/09/1985,30.5000,30.5000,"nc",""
08/09/1985 12:00:00,08/09/1985,28.8000,28.8000,"nc",""
09/09/1985 12:00:00,09/09/1985,30.8000,30.8000,"nc",""
10/09/1985 12:00:00,10/09/1985,30.2000,30.2000,"nc",""
12/09/1985 12:00:00,12/09/1985,30.0000,30.0000,"nc",""
16/09/1985 12:00:00,16/09/1985,31.9000,31.9000,"nc",""
17/09/1985 12:00:00,17/09/1985,31.1000,31.1000,"nc",""
18/09/1985 12:00:00,18/09/1985,32.5000,32.5000,"nc",""
19/09/1985 12:00:00,19/09/1985,31.1000,31.1000,"nc",""
20/09/1985 12:00:00,20/09/1985,31.1000,31.1000,"nc",""
23/09/1985 12:00:00,23/09/1985,31.9000,31.9000,"nc",""
24/09/1985 12:00:00,24/09/1985,31.1000,31.1000,"nc",""
25/09/1985 12:00:00,25/09/1985,31.1000,31.1000,"nc",""
26/09/1985 12:00:00,26/09/1985,31.1000,31.1000,"nc",""
27/09/1985 12:00:00,27/09/1985,32.2000,32.2000,"nc",""
30/09/1985 12:00:00,30/09/1985,31.6000,31.6000,"nc",""
01/10/1985 12:00:00,01/10/1985,31.3000,31.3000,"nc",""
02/10/1985 12:00:00,02/10/1985,31.3000,31.3000,"nc",""
03/10/1985 12:00:00,03/10/1985,31.6000,31.6000,"nc",""
04/10/1985 12:00:00,04/10/1985,31.6000,31.6000,"nc",""
07/10/1985 12:00:00,07/10/1985,29.4000,29.4000,"nc",""
08/10/1985 12:00:00,08/10/1985,31.1000,31.1000,"nc",""
09/10/1985 12:00:00,09/10/1985,30.5000,30.5000,"nc",""
10/10/1985 12:00:00,10/10/1985,29.4000,29.4000,"nc",""
11/10/1985 12:00:00,11/10/1985,31.1000,31.1000,"nc",""
15/10/1985 12:00:00,15/10/1985,31.1000,31.1000,"nc",""
16/10/1985 12:00:00,16/10/1985,29.7000,29.7000,"nc",""
18/10/1985 12:00:00,18/10/1985,30.8000,30.8000,"nc",""
19/10/1985 12:00:00,19/10/1985,32.2000,32.2000,"nc",""
21/10/1985 12:00:00,21/10/1985,30.0000,30.0000,"nc",""
22/10/1985 12:00:00,22/10/1985,29.4000,29.4000,"nc",""
23/10/1985 12:00:00,23/10/1985,31.1000,31.1000,"nc",""
24/10/1985 12:00:00,24/10/1985,31.6000,31.6000,"nc",""
25/10/1985 12:00:00,25/10/1985,30.0000,30.0000,"nc",""
28/10/1985 12:00:00,28/10/1985,32.2000,32.2000,"nc",""
29/10/1985 12:00:00,29/10/1985,30.0000,30.0000,"nc",""
30/10/1985 12:00:00,30/10/1985,29.7000,29.7000,"nc",""
31/10/1985 12:00:00,31/10/1985,25.8000,25.8000,"nc",""
01/11/1985 12:00:00,01/11/1985,30.8000,30.8000,"nc",""
05/11/1985 12:00:00,05/11/1985,30.8000,30.8000,"nc",""
06/11/1985 12:00:00,06/11/1985,30.5000,30.5000,"nc",""
07/11/1985 12:00:00,07/11/1985,31.1000,31.1000,"nc",""
08/11/1985 12:00:00,08/11/1985,30.5000,30.5000,"nc",""
13/11/1985 12:00:00,13/11/1985,31.6000,31.6000,"nc",""
16/11/1985 12:00:00,16/11/1985,31.1000,31.1000,"nc",""
18/11/1985 12:00:00,18/11/1985,30.8000,30.8000,"nc",""
19/11/1985 12:00:00,19/11/1985,31.1000,31.1000,"nc",""
20/11/1985 12:00:00,20/11/1985,29.4000,29.4000,"nc",""
21/11/1985 12:00:00,21/11/1985,30.5000,30.5000,"nc",""
22/11/1985 12:00:00,22/11/1985,25.5000,25.5000,"nc",""
25/11/1985 12:00:00,25/11/1985,29.4000,29.4000,"nc",""
26/11/1985 12:00:00,26/11/1985,29.7000,29.7000,"nc",""
27/11/1985 12:00:00,27/11/1985,30.5000,30.5000,"nc",""
03/12/1985 12:00:00,03/12/1985,31.3000,31.3000,"nc",""
04/12/1985 12:00:00,04/12/1985,29.7000,29.7000,"nc",""
05/12/1985 12:00:00,05/12/1985,25.8000,25.8000,"nc",""
06/12/1985 12:00:00,06/12/1985,27.5000,27.5000,"nc",""
07/12/1985 12:00:00,07/12/1985,26.1000,26.1000,"nc",""
08/12/1985 12:00:00,08/12/1985,24.4000,24.4000,"nc",""
09/12/1985 12:00:00,09/12/1985,27.5000,27.5000,"nc",""
10/12/1985 12:00:00,10/12/1985,30.0000,30.0000,"nc",""
11/12/1985 12:00:00,11/12/1985,31.1000,31.1000,"nc",""
12/12/1985 12:00:00,12/12/1985,29.1000,29.1000,"nc",""
13/12/1985 12:00:00,13/12/1985,30.2000,30.2000,"nc",""
14/12/1985 12:00:00,14/12/1985,30.8000,30.8000,"nc",""
15/12/1985 12:00:00,15/12/1985,30.5000,30.5000,"nc",""
17/12/1985 12:00:00,17/12/1985,30.8000,30.8000,"nc",""
18/12/1985 12:00:00,18/12/1985,31.1000,31.1000,"nc",""
19/12/1985 12:00:00,19/12/1985,30.5000,30.5000,"nc",""
20/12/1985 12:00:00,20/12/1985,30.5000,30.5000,"nc",""
23/12/1985 12:00:00,23/12/1985,31.1000,31.1000,"nc",""
26/12/1985 12:00:00,26/12/1985,30.2000,30.2000,"nc",""
27/12/1985 12:00:00,27/12/1985,29.4000,29.4000,"nc",""
06/01/1986 12:00:00,06/01/1986,31.6000,31.6000,"nc",""
08/01/1986 12:00:00,08/01/1986,31.1000,31.1000,"nc",""
10/01/1986 12:00:00,10/01/1986,31.1000,31.1000,"nc",""
14/01/1986 12:00:00,14/01/1986,31.6000,31.6000,"nc",""
15/01/1986 12:00:00,15/01/1986,28.8000,28.8000,"nc",""
17/01/1986 12:00:00,17/01/1986,30.5000,30.5000,"nc",""
20/01/1986 12:00:00,20/01/1986,31.1000,31.1000,"nc",""
22/01/1986 12:00:00,22/01/1986,30.5000,30.5000,"nc",""
24/01/1986 12:00:00,24/01/1986,30.5000,30.5000,"nc",""
27/01/1986 12:00:00,27/01/1986,30.5000,30.5000,"nc",""
30/01/1986 12:00:00,30/01/1986,30.5000,30.5000,"nc",""
31/01/1986 12:00:00,31/01/1986,30.5000,30.5000,"nc",""
04/02/1986 12:00:00,04/02/1986,31.6000,31.6000,"nc",""
05/02/1986 12:00:00,05/02/1986,30.5000,30.5000,"nc",""
07/02/1986 12:00:00,07/02/1986,30.5000,30.5000,"nc",""
13/02/1986 12:00:00,13/02/1986,31.3000,31.3000,"nc",""
14/02/1986 12:00:00,14/02/1986,30.8000,30.8000,"nc",""
18/02/1986 12:00:00,18/02/1986,31.3000,31.3000,"nc",""
19/02/1986 12:00:00,19/02/1986,29.7000,29.7000,"nc",""
20/02/1986 12:00:00,20/02/1986,29.1000,29.1000,"nc",""
21/02/1986 12:00:00,21/02/1986,30.0000,30.0000,"nc",""
24/02/1986 12:00:00,24/02/1986,31.6000,31.6000,"nc",""
25/02/1986 12:00:00,25/02/1986,31.3000,31.3000,"nc",""
26/02/1986 12:00:00,26/02/1986,30.0000,30.0000,"nc",""
27/02/1986 12:00:00,27/02/1986,30.8000,30.8000,"nc",""
28/02/1986 12:00:00,28/02/1986,31.1000,31.1000,"nc",""
03/03/1986 12:00:00,03/03/1986,31.6000,31.6000,"nc",""
04/03/1986 12:00:00,04/03/1986,28.6000,28.6000,"nc",""
05/03/1986 12:00:00,05/03/1986,31.3000,31.3000,"nc",""
06/03/1986 12:00:00,06/03/1986,31.3000,31.3000,"nc",""
07/03/1986 12:00:00,07/03/1986,31.1000,31.1000,"nc",""
10/03/1986 12:00:00,10/03/1986,31.6000,31.6000,"nc",""
11/03/1986 12:00:00,11/03/1986,31.1000,31.1000,"nc",""
12/03/1986 12:00:00,12/03/1986,31.1000,31.1000,"nc",""
13/03/1986 12:00:00,13/03/1986,32.2000,32.2000,"nc",""
14/03/1986 12:00:00,14/03/1986,32.2000,32.2000,"nc",""
17/03/1986 12:00:00,17/03/1986,32.7000,32.7000,"nc",""
18/03/1986 12:00:00,18/03/1986,32.7000,32.7000,"nc",""
19/03/1986 12:00:00,19/03/1986,32.7000,32.7000,"nc",""
20/03/1986 12:00:00,20/03/1986,32.7000,32.7000,"nc",""
21/03/1986 12:00:00,21/03/1986,31.3000,31.3000,"nc",""
24/03/1986 12:00:00,24/03/1986,31.1000,31.1000,"nc",""
25/03/1986 12:00:00,25/03/1986,31.1000,31.1000,"nc",""
26/03/1986 12:00:00,26/03/1986,31.9000,31.9000,"nc",""
01/04/1986 12:00:00,01/04/1986,31.9000,31.9000,"nc",""
02/04/1986 12:00:00,02/04/1986,30.2000,30.2000,"nc",""
03/04/1986 12:00:00,03/04/1986,31.1000,31.1000,"nc",""
04/04/1986 12:00:00,04/04/1986,31.3000,31.3000,"nc",""
07/04/1986 12:00:00,07/04/1986,32.2000,32.2000,"nc",""
08/04/1986 12:00:00,08/04/1986,32.2000,32.2000,"nc",""
09/04/1986 12:00:00,09/04/1986,31.6000,31.6000,"nc",""
11/04/1986 12:00:00,11/04/1986,30.0000,30.0000,"nc",""
14/04/1986 12:00:00,14/04/1986,32.7000,32.7000,"nc",""
15/04/1986 12:00:00,15/04/1986,33.0000,33.0000,"nc",""
16/04/1986 12:00:00,16/04/1986,31.1000,31.1000,"nc",""
